Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
38,Male,Bursa,Desktop,Bank Transfer,angela87@example.com,Test C,Failed
35,Male,Konya,Desktop,Bank Transfer,kgarcia@example.com,Test C,Failed
41,Male,Bursa,Desktop,Cash on Delivery,jacquelinemoore@example.com,Test C,Failed
35,Female,Antalya,Mobile,Credit Card,scottporter@example.com,Test A,Success
21,Female,Ankara,Mobile,Digital Wallet,tiffany55@example.com,Test B,Success
40,Female,Antalya,Mobile,Credit Card,mathewsamy@example.org,Test A,Success
33,Female,Antalya,Mobile,Credit Card,zcarroll@example.org,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,xcervantes@example.net,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,courtney68@example.com,Test B,Success
36,Male,Izmir,Mobile,Credit Card,bobbymartin@example.net,Test A,Success
20,Female,Ankara,Mobile,Credit Card,michael10@example.net,Test B,Success
43,Female,Konya,Desktop,Cash on Delivery,monicahutchinson@example.org,Test C,Failed
38,Male,Izmir,Mobile,Credit Card,jasonpowers@example.net,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,lwhite@example.net,Test B,Success
33,Female,Izmir,Tablet,Credit Card,crawfordjessica@example.net,Test A,Success
23,Female,Ankara,Mobile,Digital Wallet,atkinslawrence@example.com,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,steven26@example.net,Test B,Success
36,Female,Izmir,Mobile,Credit Card,heathermann@example.org,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,david49@example.net,Test B,Failed
34,Female,Konya,Desktop,Cash on Delivery,amy93@example.net,Test C,Failed
23,Female,Istanbul,Mobile,Digital Wallet,larryjenkins@example.net,Test B,Success
26,Female,Istanbul,Mobile,Digital Wallet,jacksontodd@example.com,Test B,Success
40,Female,Bursa,Desktop,Bank Transfer,eelliott@example.org,Test C,Failed
39,Male,Antalya,Tablet,Credit Card,stephanie66@example.org,Test A,Failed
39,Female,Antalya,Tablet,Credit Card,evanknight@example.net,Test A,Failed
41,Male,Bursa,Desktop,Bank Transfer,cheyenne57@example.net,Test C,Failed
40,Female,Antalya,Mobile,Credit Card,dominiquehernandez@example.com,Test A,Success
20,Female,Ankara,Mobile,Credit Card,ballardchristopher@example.org,Test B,Success
44,Male,Konya,Desktop,Cash on Delivery,mgomez@example.com,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,joseph04@example.com,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,robert51@example.org,Test B,Failed
33,Female,Izmir,Mobile,Credit Card,laura77@example.net,Test A,Success
40,Female,Konya,Desktop,Cash on Delivery,jasonbailey@example.org,Test C,Success
22,Female,Ankara,Mobile,Digital Wallet,melissa34@example.net,Test B,Success
39,Female,Izmir,Mobile,Credit Card,morseelizabeth@example.net,Test A,Success
36,Male,Bursa,Desktop,Bank Transfer,brownsheena@example.org,Test C,Success
23,Female,Ankara,Mobile,Digital Wallet,richard19@example.org,Test B,Success
30,Female,Izmir,Tablet,Credit Card,zwoodward@example.net,Test A,Success
20,Female,Istanbul,Mobile,Credit Card,joseph06@example.net,Test B,Failed
34,Male,Izmir,Tablet,Credit Card,louis41@example.net,Test A,Success
25,Female,Ankara,Mobile,Digital Wallet,jeffreytorres@example.org,Test B,Success
21,Female,Ankara,Mobile,Credit Card,elizabeth96@example.org,Test B,Success
25,Female,Istanbul,Mobile,Digital Wallet,angelaandrews@example.com,Test B,Failed
26,Female,Istanbul,Mobile,Credit Card,heather64@example.com,Test B,Success
42,Female,Konya,Desktop,Cash on Delivery,sara76@example.net,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,fjohnson@example.com,Test B,Success
29,Female,Antalya,Tablet,Credit Card,aenglish@example.com,Test A,Success
22,Female,Istanbul,Mobile,Credit Card,nicholasoconnell@example.com,Test B,Success
45,Male,Bursa,Desktop,Bank Transfer,michael55@example.org,Test C,Failed
40,Female,Antalya,Mobile,Credit Card,ocobb@example.org,Test A,Failed
33,Female,Antalya,Tablet,Credit Card,zshepard@example.org,Test A,Success
38,Male,Bursa,Desktop,Cash on Delivery,drew57@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,michaelcox@example.org,Test B,Success
42,Female,Konya,Desktop,Bank Transfer,udominguez@example.org,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,blackamanda@example.org,Test B,Success
45,Female,Konya,Desktop,Bank Transfer,floresmichelle@example.com,Test C,Failed
41,Male,Bursa,Desktop,Cash on Delivery,christopherlowe@example.net,Test C,Failed
38,Female,Konya,Desktop,Cash on Delivery,jennifer39@example.com,Test C,Failed
36,Male,Bursa,Desktop,Cash on Delivery,asmith@example.com,Test C,Failed
37,Male,Izmir,Tablet,Credit Card,stephanie80@example.net,Test A,Success
44,Female,Bursa,Desktop,Bank Transfer,dustin71@example.org,Test C,Failed
29,Female,Izmir,Tablet,Credit Card,maryzimmerman@example.org,Test A,Failed
33,Male,Bursa,Desktop,Bank Transfer,robertsonsean@example.org,Test C,Success
36,Male,Konya,Desktop,Bank Transfer,colleen57@example.com,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,justin45@example.org,Test B,Success
39,Female,Bursa,Desktop,Cash on Delivery,jamesyoung@example.com,Test C,Failed
45,Female,Bursa,Desktop,Bank Transfer,hcoffey@example.net,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,crystal25@example.com,Test A,Failed
21,Female,Ankara,Mobile,Credit Card,edwardscatherine@example.net,Test B,Success
25,Female,Ankara,Mobile,Credit Card,jonesmichael@example.com,Test B,Failed
37,Female,Antalya,Tablet,Credit Card,jaclynsherman@example.com,Test A,Failed
20,Female,Ankara,Mobile,Digital Wallet,vgardner@example.net,Test B,Success
25,Female,Istanbul,Mobile,Credit Card,brittany30@example.com,Test B,Failed
36,Female,Bursa,Desktop,Bank Transfer,stevenpalmer@example.org,Test C,Failed
38,Male,Konya,Desktop,Cash on Delivery,fordjasmine@example.org,Test C,Failed
28,Male,Izmir,Tablet,Credit Card,mary74@example.net,Test A,Success
36,Female,Izmir,Mobile,Credit Card,benjamin72@example.com,Test A,Success
33,Female,Konya,Desktop,Cash on Delivery,johncole@example.net,Test C,Failed
34,Female,Bursa,Desktop,Cash on Delivery,lewisjeremy@example.com,Test C,Failed
42,Female,Bursa,Desktop,Bank Transfer,whernandez@example.net,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,esims@example.com,Test B,Success
29,Female,Antalya,Tablet,Credit Card,summersjackson@example.net,Test A,Success
41,Male,Konya,Desktop,Bank Transfer,mark96@example.org,Test C,Failed
38,Male,Konya,Desktop,Cash on Delivery,molinawilliam@example.com,Test C,Failed
34,Female,Izmir,Mobile,Credit Card,emilykane@example.net,Test A,Success
34,Female,Konya,Desktop,Bank Transfer,taylorscott@example.net,Test C,Failed
26,Female,Ankara,Mobile,Digital Wallet,jonathanbrooks@example.net,Test B,Success
34,Male,Izmir,Tablet,Credit Card,bmoore@example.net,Test A,Success
25,Female,Ankara,Mobile,Digital Wallet,tinabray@example.net,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,tannermary@example.com,Test B,Success
29,Female,Antalya,Mobile,Credit Card,elizabeth24@example.org,Test A,Success
40,Female,Antalya,Mobile,Credit Card,moralestheresa@example.net,Test A,Success
35,Male,Bursa,Desktop,Bank Transfer,rhodesrebekah@example.com,Test C,Failed
39,Female,Izmir,Tablet,Credit Card,smithdenise@example.org,Test A,Success
25,Female,Ankara,Mobile,Credit Card,colton38@example.net,Test B,Failed
45,Female,Konya,Desktop,Bank Transfer,mskinner@example.net,Test C,Failed
35,Female,Antalya,Tablet,Credit Card,wking@example.net,Test A,Success
33,Female,Bursa,Desktop,Cash on Delivery,brandymacdonald@example.net,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,brianna69@example.org,Test B,Success
45,Female,Bursa,Desktop,Bank Transfer,eromero@example.net,Test C,Failed
25,Female,Ankara,Mobile,Credit Card,denisebond@example.com,Test B,Success
40,Female,Izmir,Mobile,Credit Card,laurenwilson@example.org,Test A,Success
38,Female,Bursa,Desktop,Cash on Delivery,jessicakelly@example.org,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,obrock@example.net,Test B,Success
39,Female,Izmir,Mobile,Credit Card,mark41@example.org,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,fmckenzie@example.net,Test B,Failed
40,Male,Konya,Desktop,Cash on Delivery,bmoore@example.com,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,hmoreno@example.org,Test C,Failed
40,Male,Izmir,Mobile,Credit Card,nicholsdebra@example.net,Test A,Success
39,Female,Konya,Desktop,Bank Transfer,esims@example.com,Test C,Failed
35,Male,Izmir,Mobile,Credit Card,davidfitzgerald@example.com,Test A,Failed
34,Male,Konya,Desktop,Bank Transfer,robert40@example.com,Test C,Failed
42,Male,Bursa,Desktop,Cash on Delivery,kevin99@example.com,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,heathersmith@example.org,Test B,Failed
39,Female,Bursa,Desktop,Bank Transfer,vpowell@example.com,Test C,Failed
38,Female,Izmir,Tablet,Credit Card,belljames@example.com,Test A,Failed
21,Female,Istanbul,Mobile,Digital Wallet,eelliott@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,joe88@example.com,Test B,Success
36,Male,Antalya,Tablet,Credit Card,cynthia87@example.org,Test A,Failed
33,Male,Bursa,Desktop,Bank Transfer,hferguson@example.net,Test C,Success
38,Male,Konya,Desktop,Cash on Delivery,tracy66@example.net,Test C,Failed
43,Male,Bursa,Desktop,Bank Transfer,sean20@example.com,Test C,Failed
28,Female,Izmir,Mobile,Credit Card,williamskevin@example.org,Test A,Success
33,Female,Izmir,Mobile,Credit Card,trussell@example.net,Test A,Success
22,Female,Ankara,Mobile,Credit Card,michael22@example.net,Test B,Success
42,Male,Bursa,Desktop,Cash on Delivery,cole55@example.org,Test C,Failed
43,Male,Konya,Desktop,Bank Transfer,baileymelanie@example.org,Test C,Failed
45,Female,Bursa,Desktop,Bank Transfer,samantha72@example.org,Test C,Failed
37,Female,Bursa,Desktop,Bank Transfer,ashley98@example.net,Test C,Failed
24,Female,Ankara,Mobile,Credit Card,tannertaylor@example.org,Test B,Success
35,Female,Izmir,Tablet,Credit Card,qgonzalez@example.net,Test A,Failed
39,Male,Antalya,Tablet,Credit Card,ykrueger@example.com,Test A,Failed
31,Female,Antalya,Mobile,Credit Card,richardweber@example.com,Test A,Failed
25,Female,Istanbul,Mobile,Credit Card,davidmiller@example.org,Test B,Failed
34,Female,Bursa,Desktop,Cash on Delivery,laurenjohnson@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Credit Card,deborahortiz@example.org,Test B,Failed
34,Male,Bursa,Desktop,Bank Transfer,annthomas@example.org,Test C,Failed
34,Female,Konya,Desktop,Cash on Delivery,david91@example.net,Test C,Failed
33,Female,Bursa,Desktop,Bank Transfer,leonard73@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,andersonevan@example.org,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,bking@example.org,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,dakotarice@example.com,Test C,Failed
44,Male,Bursa,Desktop,Cash on Delivery,dustinpearson@example.net,Test C,Failed
25,Female,Istanbul,Mobile,Credit Card,sandra21@example.net,Test B,Success
45,Male,Konya,Desktop,Bank Transfer,danielhenry@example.org,Test C,Success
25,Female,Istanbul,Mobile,Digital Wallet,tgraham@example.net,Test B,Success
36,Female,Antalya,Mobile,Credit Card,jjimenez@example.org,Test A,Success
37,Male,Antalya,Tablet,Credit Card,knightpatricia@example.org,Test A,Failed
42,Female,Bursa,Desktop,Bank Transfer,christopher34@example.com,Test C,Failed
42,Male,Konya,Desktop,Bank Transfer,michael67@example.net,Test C,Failed
21,Female,Ankara,Mobile,Credit Card,eroberson@example.net,Test B,Success
26,Female,Istanbul,Mobile,Digital Wallet,ekane@example.com,Test B,Success
31,Female,Izmir,Mobile,Credit Card,mitchelljacqueline@example.net,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,robinswanson@example.net,Test B,Success
21,Female,Ankara,Mobile,Digital Wallet,wgoodwin@example.com,Test B,Success
38,Female,Izmir,Mobile,Credit Card,hunterjill@example.org,Test A,Success
40,Female,Izmir,Tablet,Credit Card,ndavis@example.net,Test A,Success
42,Female,Bursa,Desktop,Bank Transfer,danielbuchanan@example.org,Test C,Failed
21,Female,Ankara,Mobile,Digital Wallet,gcooper@example.org,Test B,Success
22,Female,Ankara,Mobile,Credit Card,ryanreed@example.org,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,dochoa@example.net,Test B,Success
24,Female,Istanbul,Mobile,Credit Card,eboyd@example.org,Test B,Success
26,Female,Ankara,Mobile,Digital Wallet,patrick75@example.net,Test B,Success
41,Male,Bursa,Desktop,Cash on Delivery,davidevans@example.com,Test C,Failed
38,Female,Antalya,Mobile,Credit Card,amandagrant@example.org,Test A,Success
41,Male,Bursa,Desktop,Bank Transfer,ericnolan@example.org,Test C,Success
25,Female,Istanbul,Mobile,Digital Wallet,nelsonmichael@example.com,Test B,Success
37,Male,Izmir,Mobile,Credit Card,jmclean@example.com,Test A,Success
25,Female,Ankara,Mobile,Credit Card,gcarlson@example.net,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,thomasmiles@example.org,Test B,Success
33,Female,Izmir,Mobile,Credit Card,cbaker@example.org,Test A,Success
38,Male,Bursa,Desktop,Cash on Delivery,sullivanronald@example.org,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,martinezwilliam@example.org,Test B,Success
45,Male,Konya,Desktop,Cash on Delivery,hrosales@example.net,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,kellyrobinson@example.com,Test B,Success
20,Female,Istanbul,Mobile,Digital Wallet,kstevenson@example.net,Test B,Success
33,Female,Antalya,Mobile,Credit Card,brent37@example.net,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,rodriguezchad@example.com,Test B,Success
34,Male,Bursa,Desktop,Bank Transfer,wcollins@example.net,Test C,Failed
40,Male,Izmir,Tablet,Credit Card,mark75@example.net,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,ethanwoods@example.org,Test B,Success
34,Female,Izmir,Tablet,Credit Card,williamscrystal@example.org,Test A,Success
31,Female,Antalya,Tablet,Credit Card,morganhoffman@example.org,Test A,Success
21,Female,Istanbul,Mobile,Digital Wallet,glopez@example.com,Test B,Failed
25,Female,Istanbul,Mobile,Digital Wallet,barbara08@example.com,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,kathy66@example.org,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,michaelknight@example.org,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,gibsonjennifer@example.net,Test B,Success
41,Male,Konya,Desktop,Bank Transfer,santanamegan@example.com,Test C,Failed
29,Female,Izmir,Tablet,Credit Card,crystal03@example.com,Test A,Success
37,Female,Izmir,Tablet,Credit Card,christian33@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,kchoi@example.org,Test B,Success
21,Female,Ankara,Mobile,Credit Card,johnsonmark@example.org,Test B,Success
33,Male,Bursa,Desktop,Bank Transfer,michelle65@example.org,Test C,Failed
33,Female,Izmir,Mobile,Credit Card,rpetty@example.com,Test A,Success
37,Female,Izmir,Tablet,Credit Card,christopherweaver@example.org,Test A,Failed
29,Male,Antalya,Tablet,Credit Card,sara79@example.com,Test A,Success
33,Female,Konya,Desktop,Bank Transfer,stevenvelazquez@example.org,Test C,Success
41,Female,Konya,Desktop,Cash on Delivery,sotoshannon@example.com,Test C,Failed
32,Female,Antalya,Mobile,Credit Card,kdavis@example.com,Test A,Failed
33,Male,Konya,Desktop,Cash on Delivery,bmitchell@example.org,Test C,Success
37,Female,Izmir,Tablet,Credit Card,travis82@example.org,Test A,Success
24,Female,Istanbul,Mobile,Credit Card,whitestephen@example.com,Test B,Success
37,Female,Antalya,Mobile,Credit Card,valenzuelasandra@example.com,Test A,Failed
38,Female,Konya,Desktop,Bank Transfer,jeremyschmidt@example.com,Test C,Success
26,Female,Ankara,Mobile,Digital Wallet,robert42@example.net,Test B,Success
23,Female,Istanbul,Mobile,Digital Wallet,sara76@example.net,Test B,Success
40,Male,Konya,Desktop,Bank Transfer,diazcaitlin@example.org,Test C,Success
32,Male,Antalya,Mobile,Credit Card,mwilson@example.org,Test A,Success
40,Female,Bursa,Desktop,Bank Transfer,jeffreydixon@example.net,Test C,Failed
43,Female,Bursa,Desktop,Bank Transfer,markgriffin@example.com,Test C,Success
42,Male,Konya,Desktop,Cash on Delivery,lisarichardson@example.org,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,xwalker@example.net,Test B,Success
41,Male,Bursa,Desktop,Cash on Delivery,derek54@example.org,Test C,Failed
34,Female,Antalya,Tablet,Credit Card,morganjose@example.com,Test A,Success
31,Male,Izmir,Mobile,Credit Card,skelly@example.org,Test A,Success
33,Female,Izmir,Mobile,Credit Card,andrew82@example.net,Test A,Success
22,Female,Istanbul,Mobile,Digital Wallet,mooreallison@example.org,Test B,Success
44,Male,Bursa,Desktop,Cash on Delivery,hking@example.net,Test C,Failed
40,Female,Konya,Desktop,Bank Transfer,maldonadojoshua@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,hernandezlindsay@example.com,Test B,Success
39,Female,Izmir,Tablet,Credit Card,kristy20@example.net,Test A,Failed
26,Female,Istanbul,Mobile,Digital Wallet,keithmitchell@example.com,Test B,Success
38,Female,Izmir,Mobile,Credit Card,mbarber@example.net,Test A,Failed
29,Female,Antalya,Mobile,Credit Card,jenna97@example.net,Test A,Success
42,Female,Bursa,Desktop,Bank Transfer,jaclynsherman@example.com,Test C,Failed
25,Female,Istanbul,Mobile,Digital Wallet,jimenezelizabeth@example.org,Test B,Success
33,Male,Antalya,Mobile,Credit Card,susangarcia@example.org,Test A,Success
39,Female,Izmir,Tablet,Credit Card,bobbyhinton@example.com,Test A,Failed
20,Female,Istanbul,Mobile,Digital Wallet,singhdawn@example.com,Test B,Success
25,Female,Ankara,Mobile,Digital Wallet,james93@example.org,Test B,Success
23,Female,Ankara,Mobile,Digital Wallet,schwartzjasmine@example.net,Test B,Success
35,Female,Konya,Desktop,Cash on Delivery,anthonyelliott@example.org,Test C,Failed
38,Male,Konya,Desktop,Bank Transfer,oaguilar@example.org,Test C,Failed
24,Female,Ankara,Mobile,Digital Wallet,jesse47@example.com,Test B,Failed
41,Female,Bursa,Desktop,Bank Transfer,ewilson@example.net,Test C,Failed
44,Female,Konya,Desktop,Bank Transfer,emason@example.com,Test C,Failed
32,Female,Antalya,Mobile,Credit Card,gavinkaufman@example.com,Test A,Failed
25,Female,Ankara,Mobile,Digital Wallet,katie27@example.org,Test B,Success
